,PdDistrict,DayOfWeek,AvgTemp,NFLGameDay,Month,MonthPeriod,Crimes
17046,5,2,15,0,4,2,0
8386,6,2,16,0,7,2,0
14629,8,5,13,0,0,1,0
18603,2,1,15,0,3,0,0
9311,0,5,11,0,1,2,0
2776,6,0,18,0,6,0,0
13667,6,4,19,0,6,2,0
19412,1,0,22,0,8,0,1
18076,5,4,9,0,11,2,0
22425,4,0,18,0,4,0,0
7189,9,0,12,0,11,2,0
13731,0,4,16,0,6,1,0
5573,3,0,11,0,0,1,1
6135,5,0,13,0,4,2,0
10553,2,3,13,1,9,2,0
5247,7,3,14,1,10,2,1
3981,1,3,14,0,2,2,0
11085,4,4,13,0,1,0,1
16663,2,6,12,0,2,0,0
13158,7,5,12,0,3,0,1
2172,2,1,19,0,2,2,0
21729,8,0,13,0,11,2,0
8718,8,4,16,0,9,2,0
7452,2,4,12,0,1,0,1
15553,2,4,17,0,6,1,0
5197,7,5,17,0,10,2,1
13210,9,3,12,0,3,2,0
11671,0,3,14,0,4,1,0
20440,9,5,12,0,3,0,0
15995,4,2,20,0,9,1,1
22284,3,0,14,0,3,0,1
21086,5,4,18,0,7,0,0
3809,9,6,11,0,1,0,0
18361,0,0,8,0,1,0,0
10079,8,1,15,0,6,1,0
12488,7,0,12,0,10,2,2
5543,3,5,12,0,0,1,1
15681,0,6,18,0,7,1,0
11864,3,2,17,0,6,2,0
15519,8,3,17,0,6,2,0
10401,0,2,18,0,8,2,1
18664,3,3,13,0,3,0,2
17894,3,3,19,0,10,0,1
8745,5,3,17,1,9,1,0
1384,4,2,16,0,9,0,1
21588,7,0,16,0,10,2,2
9036,5,5,8,0,11,1,0
13095,4,6,13,0,2,1,0
297,7,5,10,0,2,0,2
8635,5,6,16,0,9,0,0
21137,6,5,20,0,7,2,0
18104,3,3,11,1,11,2,1
3867,7,5,13,0,1,1,2
18079,8,4,9,0,11,2,0
2077,7,0,11,0,1,2,2
15029,8,3,12,0,3,0,0
15675,4,5,21,0,7,1,0
14209,8,5,17,0,10,0,0
22123,2,6,13,0,2,0,1
15216,5,0,14,0,4,2,0
2537,7,5,17,0,4,1,1
16578,7,1,11,0,1,2,2
16395,4,4,11,0,0,2,1
7362,2,5,9,0,0,1,1
6636,6,2,17,0,7,1,0
7498,8,1,12,0,1,2,0
13482,1,3,19,0,5,0,0
9009,9,0,8,0,11,2,1
21400,9,3,23,1,9,0,0
6553,3,0,17,0,7,2,2
10770,9,3,13,1,10,1,1
16131,0,2,9,0,10,2,0
4654,4,4,17,0,6,1,1
320,0,0,11,0,2,0,0
7135,5,3,11,1,11,0,0
11984,3,4,19,0,7,0,1
2654,4,3,16,0,5,2,1
12142,1,2,19,0,8,0,1
13721,0,6,17,0,6,1,1
886,6,0,28,0,5,1,0
5002,2,4,17,0,9,0,0
19364,3,3,20,0,7,1,1
20647,6,5,24,0,4,2,0
17310,9,4,16,0,6,2,0
244,4,4,11,0,1,2,0
14758,7,1,8,0,1,1,2
8207,7,5,18,0,6,0,2
16527,6,6,14,0,1,0,0
5983,3,4,13,0,3,2,1
2363,3,2,13,0,3,2,1
16513,2,5,13,0,1,0,0
1161,1,0,21,0,7,1,1
287,7,1,11,0,2,0,1
13650,9,5,19,0,6,2,1
17846,5,5,15,0,9,1,0
10068,7,3,19,0,6,2,2
10680,9,0,19,0,10,2,0
12450,9,1,13,0,10,0,0
18981,0,4,15,0,5,2,0
8681,1,1,15,0,9,2,1
1170,0,2,20,0,7,1,1
21011,0,4,22,0,6,1,0
10374,3,6,17,0,8,2,1
21580,9,4,17,0,10,2,0
6792,2,1,16,0,9,0,0
20512,1,6,17,0,3,2,1
277,7,3,12,0,1,1,2
18341,0,6,9,0,1,0,0
15946,5,1,20,0,9,2,0
3121,1,0,18,0,8,2,1
8579,9,4,16,0,8,2,1
17416,5,1,17,0,7,0,0
8339,9,1,16,0,7,0,0
3406,6,0,14,0,10,2,0
15475,4,6,14,0,6,2,0
13861,0,6,23,0,7,1,1
20021,0,6,13,0,0,0,1
13128,7,2,14,0,2,1,2
931,1,6,17,0,6,0,0
691,1,3,16,0,4,2,0
21531,0,3,14,1,10,0,0
6364,4,3,14,0,6,0,1
9021,0,1,11,0,11,1,0
10273,2,3,19,0,7,1,0
21878,7,2,13,0,0,0,2
16428,7,3,9,0,0,2,1
9141,0,2,11,0,0,2,1
7108,8,4,9,0,10,1,0
8975,5,5,10,0,11,2,0
4319,9,0,17,0,4,2,0
2965,5,6,18,0,7,2,0
3969,9,0,21,0,2,2,0
4926,6,6,17,0,8,1,0
18347,6,6,9,0,1,0,0
14616,5,1,12,0,0,1,0
13971,0,3,17,1,8,2,1
3092,2,5,21,0,8,2,0
12748,7,6,13,0,0,2,1
17686,5,3,16,1,8,1,0
15790,9,2,18,0,8,0,0
12515,4,1,12,0,10,1,1
3982,2,3,14,0,2,2,0
1404,4,1,18,0,9,2,0
6124,4,4,14,0,4,2,1
1094,4,0,19,0,7,0,1
17353,2,5,19,0,6,1,0
15972,1,4,15,0,9,2,0
2843,3,0,18,0,6,1,2
4815,5,2,18,0,7,1,0
16473,2,0,13,0,0,1,0
5956,6,1,10,0,3,2,0
18212,1,4,9,0,0,0,0
13374,3,6,14,0,4,2,1
20206,5,3,14,0,1,0,0
20496,5,1,16,0,3,2,0
13179,8,4,13,0,3,0,0
12205,4,0,26,0,8,2,1
14407,6,1,13,0,11,2,0
4686,6,3,17,0,6,1,0
4922,2,6,17,0,8,1,0
15833,2,4,18,0,8,1,0
6785,5,3,18,1,8,1,0
5877,7,3,12,0,2,1,2
9548,7,4,13,0,3,0,1
16459,8,6,13,0,0,1,0
2345,5,4,12,0,3,2,0
8430,0,4,19,0,7,1,1
4586,6,4,19,0,6,2,0
19768,7,0,14,0,10,2,2
14597,6,2,13,0,0,2,0
22065,4,4,14,0,1,2,0
18109,8,3,11,1,11,2,0
8378,8,0,18,0,7,0,0
20349,8,3,18,0,2,0,0
20544,3,2,14,0,3,2,1
6197,7,4,17,0,5,0,2
13097,6,6,13,0,2,1,0
14456,5,2,14,0,11,2,0
15179,8,1,13,0,4,2,0
6401,1,4,19,0,6,2,1
5695,5,6,11,0,1,1,0
2941,1,1,18,0,7,2,1
7381,1,4,8,0,0,1,0
21198,7,1,22,0,8,0,1
13834,3,3,16,0,7,2,1
5578,8,0,11,0,0,1,0
10338,7,2,24,0,8,0,2
9993,2,3,16,0,5,1,0
7905,5,3,20,0,4,0,0
22454,3,1,14,0,4,2,1
18289,8,4,12,0,0,1,0
1048,8,3,17,0,6,1,0
6782,2,3,18,1,8,1,0
12662,1,5,10,0,11,1,0
18460,9,3,12,0,1,1,0
1609,9,3,12,0,10,2,0
2415,5,4,18,0,3,1,0
2017,7,2,10,0,1,0,2
2971,1,4,19,0,7,2,0
12317,6,5,17,0,9,2,0
14038,7,2,24,0,8,1,2
13567,6,1,19,0,5,1,0
2931,1,3,18,0,7,0,0
15406,5,6,15,0,5,1,0
21874,3,2,13,0,0,0,1
16508,7,1,12,0,1,0,2
17490,9,1,14,0,7,2,0
13001,0,1,11,0,2,0,1
1814,4,3,7,0,11,1,0
14586,5,0,13,0,0,2,0
14448,7,0,12,0,11,2,2
21553,2,5,16,0,10,2,0
11533,2,3,15,0,4,0,0
2123,3,6,12,0,2,0,1
13704,3,1,18,0,6,1,0
19079,8,2,23,0,5,1,0
21937,6,0,13,0,0,1,0
17600,9,0,16,0,8,0,0
7701,1,1,13,0,3,0,0
19731,0,5,18,0,10,2,0
17109,8,0,16,0,5,0,1
17916,5,5,13,0,10,2,0
9170,9,1,7,0,0,1,1
808,8,4,13,0,5,2,1
18137,6,6,11,0,11,1,0
17801,0,0,18,0,9,2,0
18830,9,5,15,0,4,2,0
4906,6,1,19,0,8,2,0
3722,2,5,10,0,0,1,0
13122,1,2,14,0,2,1,1
12734,3,5,14,0,0,2,1
3962,2,0,21,0,2,2,0
19849,8,2,12,0,10,1,0
2671,1,5,16,0,5,1,0
17992,1,6,16,0,10,1,0
9417,6,0,13,0,2,0,0
4552,2,1,19,0,6,2,1
16991,0,1,16,0,4,2,1
6009,9,2,14,0,3,1,0
5737,7,3,12,0,1,1,1
8479,9,1,18,0,8,0,1
3164,4,5,18,0,8,1,1
6763,3,0,18,0,8,1,1
1657,7,0,12,0,10,1,2
21581,0,0,16,0,10,2,1
7549,9,2,11,0,1,1,0
4266,6,3,16,0,4,0,0
21008,7,6,21,0,6,1,1
16806,5,6,11,0,3,0,0
22039,8,1,16,0,1,2,0
5316,6,3,9,1,11,0,0
9673,2,6,12,0,3,1,0
21143,2,6,20,0,7,2,1
1001,1,6,17,0,6,1,0
4198,8,3,15,0,3,1,1
2418,8,4,18,0,3,1,1
3575,5,1,10,0,11,2,0
17345,4,1,18,0,6,1,1
9772,1,2,19,0,4,2,1
3558,8,2,13,0,11,2,0
18131,0,6,11,0,11,1,0
12458,7,5,14,0,10,0,2
3854,4,1,14,0,1,1,0
4887,7,2,17,0,8,0,2
17141,0,5,18,0,5,2,0
13058,7,2,10,0,2,2,2
20575,4,5,21,0,3,1,1
5313,3,3,9,1,11,0,0
16223,2,1,8,0,11,2,0
19102,1,5,17,0,6,0,1
4524,4,0,17,0,6,0,1
13699,8,3,17,0,6,2,0
4827,7,3,17,0,7,1,1
18132,1,6,11,0,11,1,0
807,7,4,13,0,5,2,1
3907,7,2,13,0,1,1,2
14333,2,1,8,1,10,1,0
20158,7,5,10,0,1,0,2
7023,3,6,13,0,10,2,1
1956,6,3,9,0,0,1,0
10637,6,1,13,1,10,0,0
9343,2,0,10,0,1,1,0
15161,0,3,13,0,4,0,0
11404,3,1,13,0,3,2,1
20350,9,3,18,0,2,0,0
2402,2,6,16,0,3,1,0
5184,4,1,17,0,10,2,1
17457,6,0,16,0,7,0,0
14698,7,5,13,0,1,0,1
21522,1,2,16,0,10,0,2
10283,2,1,21,0,8,0,1
12719,8,3,10,1,11,1,0
8095,5,0,19,0,5,2,0
9890,9,6,19,0,5,2,1
17387,6,0,18,0,6,1,0
15086,5,2,13,0,3,1,0
19292,1,3,16,0,7,2,1
7566,6,1,15,0,2,0,0
11126,5,1,11,0,1,2,0
14719,8,4,11,0,1,0,0
21642,1,4,14,1,10,1,1
5368,8,0,8,0,11,2,0
6928,8,3,18,0,9,1,0
9603,2,6,13,0,3,2,0
19138,7,0,16,0,6,2,2
8901,1,5,13,0,10,1,0
18006,5,4,16,0,10,1,0
11795,4,2,21,0,5,1,0
17369,8,6,18,0,6,1,0
11268,7,1,15,0,2,2,1
7384,4,4,8,0,0,1,1
18828,7,5,15,0,4,2,2
19763,2,0,14,0,10,2,0
18181,0,1,9,0,0,0,1
21793,2,0,11,0,11,1,0
9460,9,5,13,0,2,2,1
2462,2,5,13,0,4,2,1
20067,6,3,12,1,0,2,0
16652,1,5,10,0,2,0,0
12942,1,5,12,0,1,1,0
11708,7,4,17,0,5,2,1
16455,4,6,13,0,0,1,1
9454,3,5,13,0,2,2,1
20318,7,4,15,0,2,0,2
6509,9,3,19,0,6,1,0
589,9,6,12,0,3,1,0
13136,5,3,16,0,2,1,0
16549,8,0,12,0,1,0,0
8848,8,6,17,0,10,2,0
4624,4,1,17,0,6,1,1
6845,5,2,16,0,9,0,0
14343,2,5,8,0,10,1,1
10850,9,1,9,0,11,1,1
8869,9,0,14,0,10,2,1
18717,6,0,16,0,3,2,0
9424,3,2,12,0,2,0,2
5454,4,3,13,1,0,0,1
1449,9,0,17,0,9,2,1
20831,0,3,17,0,5,2,0
15849,8,0,19,0,8,1,0
11454,3,2,15,0,3,2,1
19246,5,5,17,0,7,0,0
17280,9,1,15,0,6,0,0
9803,2,5,14,0,4,1,0
1587,7,0,14,0,10,2,1
6686,6,4,17,0,8,0,0
13558,7,3,16,0,5,2,1
8806,6,2,18,0,10,0,0
3961,1,0,21,0,2,2,0
8923,3,4,12,0,10,1,1
6078,8,2,13,0,4,0,0
17274,3,1,15,0,6,0,1
10956,5,0,9,0,0,0,0
21373,2,0,27,0,9,0,1
4006,6,5,12,0,2,1,0
4939,9,4,16,0,8,1,1
20092,1,6,13,0,0,1,1
5898,8,5,11,0,3,0,0
14365,4,4,9,0,11,0,1
19566,5,2,21,0,9,0,0
14011,0,4,19,0,8,1,0
16968,7,0,13,0,4,0,2
11460,9,2,15,0,3,2,1
13157,6,5,12,0,3,0,0
1260,0,1,19,0,8,2,0
14391,0,3,13,1,11,0,0
310,0,4,12,0,2,0,1
1716,6,4,10,0,11,2,0
2052,2,6,12,0,1,2,0
4668,8,0,18,0,6,1,0
4298,8,6,18,0,4,2,0
3783,3,1,11,0,1,0,1
1008,8,6,17,0,6,1,1
7347,7,3,4,0,0,2,1
10377,6,6,17,0,8,2,0
19640,9,2,17,0,9,2,1
9878,7,5,18,0,5,0,1
13159,8,5,12,0,3,0,0
2773,3,0,18,0,6,0,1
13026,5,6,11,0,2,0,0
12948,7,5,12,0,1,1,1
16474,3,0,13,0,0,1,1
1987,7,6,11,0,1,0,1
19173,2,5,17,0,6,1,0
7279,9,3,9,1,11,1,0
2672,2,5,16,0,5,1,0
16260,9,4,9,0,11,2,1
9175,4,5,7,0,0,1,1
17358,7,5,19,0,6,1,2
249,9,4,11,0,1,2,1
8185,5,3,16,0,6,0,0
5884,4,1,12,0,3,0,1
19851,0,3,14,1,11,0,1
19636,5,2,17,0,9,2,0
6589,9,1,16,0,7,1,0
13780,9,1,17,0,7,0,1
17984,3,5,13,0,10,1,1
627,7,3,14,0,4,0,1
18491,0,4,9,0,2,0,0
13272,1,3,17,0,3,1,0
4765,5,1,16,0,7,1,0
20700,9,3,17,0,4,2,0
16512,1,5,13,0,1,0,0
20164,3,6,9,0,1,0,1
19832,1,0,12,0,10,1,0
13782,1,5,18,0,7,0,0
12427,6,2,16,0,9,1,0
6995,5,3,16,1,10,0,0
19058,7,4,21,0,5,1,2
6305,5,1,17,0,5,1,0
20887,6,0,19,0,5,1,0
18487,6,6,10,0,2,0,0
21147,6,6,20,0,7,2,0
12392,1,6,15,0,9,1,0
17570,9,5,14,0,8,0,0
18902,1,6,15,0,4,1,0
15472,1,6,14,0,6,2,0
10703,2,1,12,0,10,1,0
9220,9,2,12,0,0,1,0
4247,7,0,17,0,4,0,2
21990,9,6,14,0,1,0,1
11273,2,5,14,0,2,2,1
9107,6,5,9,0,0,0,0
9497,6,2,14,0,2,1,0
17480,9,3,15,0,7,2,0
11241,0,2,11,0,2,0,0
1273,3,5,17,0,8,2,1
5698,8,6,11,0,1,1,0
7678,8,0,15,0,2,1,0
10988,7,1,13,0,0,2,2
9590,9,1,12,0,3,2,0
3358,8,3,16,1,9,1,0
16567,6,3,11,0,1,2,0
18124,3,5,9,0,11,1,0
19003,2,2,14,0,5,2,0
15235,4,3,13,0,4,1,0
6513,3,1,19,0,7,0,2
16079,8,3,12,1,10,0,0
4567,7,5,20,0,6,2,1
13255,4,0,14,0,3,1,1
10848,7,1,9,0,11,1,1
19513,2,1,19,0,8,1,1
1961,1,1,11,0,1,0,0
4992,2,6,18,0,9,0,1
4891,1,3,17,1,8,2,0
14330,9,3,10,1,10,1,0
6226,6,3,17,0,5,0,0
19879,8,5,6,0,11,0,0
18985,4,4,15,0,5,2,1
1251,1,3,17,1,8,0,1
3176,6,6,17,0,8,1,0
3359,9,3,16,1,9,1,0
307,7,6,12,0,2,0,2
20905,4,3,21,0,5,1,1
19998,7,3,13,1,11,1,2
12580,9,3,15,1,10,1,0
21260,9,3,18,1,8,0,0
19618,7,4,20,0,9,2,2
12225,4,3,21,1,8,2,1
1051,1,1,18,0,7,0,1
14519,8,0,7,0,11,1,1
11410,9,1,13,0,3,2,1
9221,0,3,11,0,0,1,1
10234,3,6,20,0,7,2,1
4763,3,1,16,0,7,1,1
9062,1,0,7,0,11,1,1
1874,4,2,13,0,0,0,1
18325,4,1,9,0,1,0,0
13682,1,2,17,0,6,2,0
21668,7,2,16,0,10,1,2
5831,1,6,11,0,2,1,0
20305,4,6,17,0,2,0,2
191,1,2,8,0,1,0,1
12901,0,0,14,0,1,2,0
13233,2,6,12,0,3,1,1
12629,8,0,9,0,11,2,0
4485,5,1,17,0,5,1,0
9783,2,3,14,0,4,2,0
3924,4,1,14,0,2,0,1
9940,9,1,13,0,5,1,1
21905,4,5,13,0,0,2,1
18473,2,5,10,0,2,0,1
18018,7,0,16,0,10,1,2
15198,7,6,14,0,4,2,2
16061,0,2,12,0,10,0,0
3303,3,5,13,0,9,1,1
15549,8,6,18,0,6,1,0
13304,3,6,13,0,4,0,2
17888,7,2,16,0,10,0,2
1806,6,2,7,1,11,1,0
3871,1,6,12,0,1,1,1
3791,1,5,11,0,1,0,0
21110,9,2,18,0,7,0,0
14154,3,4,19,0,9,1,1
2786,6,2,16,0,6,0,0
9259,8,6,11,0,1,0,1
1717,7,4,10,0,11,2,1
2696,6,4,16,0,5,1,0
1848,8,6,11,0,0,0,0
10623,2,3,16,0,10,0,0
18615,4,5,13,0,3,0,1
12852,1,3,11,0,0,1,0
6622,2,0,18,0,7,1,1
3435,5,1,11,0,10,1,0
16526,5,6,14,0,1,0,0
6771,1,2,18,0,8,1,1
19595,4,5,19,0,9,2,1
6992,2,3,16,1,10,0,0
18260,9,1,8,0,0,1,0
18539,8,1,12,0,2,2,0
20433,2,5,12,0,3,0,0
19234,3,1,16,0,7,0,1
11601,0,3,23,0,4,2,0
1117,7,3,19,0,7,0,1
1756,6,1,10,0,11,1,0
16881,0,4,17,0,3,2,0
6751,1,4,18,0,8,1,0
870,0,4,27,0,5,1,1
9104,3,5,9,0,0,0,1
721,1,6,20,0,4,1,0
10997,6,5,13,0,0,2,0
17270,9,3,17,0,6,0,0
20531,0,0,14,0,3,2,0
8347,7,5,17,0,7,0,2
15588,7,3,18,0,6,1,1
10938,7,6,9,0,0,0,2
18651,0,2,14,0,3,0,1
18726,5,2,17,0,3,2,1
314,4,4,12,0,2,0,1
21298,7,4,22,0,8,2,2
18630,9,6,15,0,3,0,0
19489,8,0,18,0,8,2,0
5850,0,0,15,0,2,1,1
6129,9,4,14,0,4,2,0
5447,7,2,13,0,11,1,2
3129,9,0,18,0,8,2,0
16279,8,2,8,0,11,2,0
15632,1,0,16,0,7,2,1
910,0,1,14,0,6,0,0
3968,8,0,21,0,2,2,0
18703,2,4,16,0,3,2,0
10165,4,6,15,0,7,0,0
336,6,2,11,0,2,0,0
20619,8,2,16,0,4,0,0
20944,3,4,20,0,6,0,1
2985,5,0,20,0,7,2,0
10878,7,4,9,0,11,1,0
15916,5,0,15,0,9,0,0
11669,8,2,16,0,4,1,0
13907,6,3,17,0,7,1,0
11001,0,6,15,0,0,1,1
4820,0,3,17,0,7,1,0
16691,0,2,12,0,2,0,1
12100,9,1,17,0,7,1,1
16732,1,6,14,0,2,1,0
21123,2,1,18,0,7,2,1
7243,3,4,10,0,11,1,0
22293,2,2,14,0,3,0,1
14079,8,6,21,0,9,0,1
11874,3,3,17,0,6,2,1
14520,9,0,7,0,11,1,0
8263,3,1,19,0,6,1,0
6855,5,3,18,1,9,0,0
8597,7,2,16,0,8,1,1
19081,0,3,18,0,5,1,1
6901,1,0,20,0,9,2,0
18050,9,1,15,0,11,0,0
9949,8,5,16,0,5,1,0
16436,5,1,12,0,0,1,0
1445,5,0,17,0,9,2,0
18270,9,5,9,0,0,1,0
14821,0,1,12,0,2,0,1
1695,5,5,10,0,11,0,0
11084,3,4,13,0,1,0,1
16152,1,1,11,0,10,1,0
13383,2,4,14,0,4,2,1
17958,7,2,15,0,10,2,1
1630,0,6,11,0,10,1,0
269,9,2,13,0,1,1,0
1881,1,3,12,0,0,2,0
14523,2,2,10,0,0,0,1
13900,9,2,17,0,7,1,1
5074,4,4,16,0,9,2,1
5509,9,0,13,0,0,2,0
21166,5,0,20,0,7,1,0
18583,2,2,12,0,2,1,0
19017,6,3,16,0,5,2,0
2535,5,5,17,0,4,1,0
11069,8,5,13,0,1,0,0
20981,0,1,22,0,6,1,1
14680,9,3,11,0,0,1,0
186,6,0,11,0,1,0,0
11971,0,6,19,0,7,0,1
5558,8,6,10,0,0,1,1
22017,6,2,17,0,1,0,0
19777,6,2,13,0,10,2,0
6587,7,1,16,0,7,1,1
17618,7,3,17,1,8,0,2
22429,8,0,18,0,4,0,0
3915,5,3,13,0,1,1,0
446,6,6,10,0,3,0,0
21181,0,3,19,0,7,1,0
14031,0,2,24,0,8,1,1
17228,7,6,17,0,5,1,2
7124,4,2,10,0,11,0,1
2440,0,3,19,0,4,0,1
3103,3,6,21,0,8,2,2
11088,7,4,13,0,1,0,1
7692,2,3,13,0,2,1,0
6094,4,1,21,0,4,2,2
9486,5,0,12,0,2,1,0
20193,2,2,13,0,1,0,1
13223,2,5,13,0,3,2,0
16913,2,3,16,0,3,1,1
687,7,2,13,0,4,2,1
5208,8,6,17,0,10,2,0
17160,9,6,15,0,5,2,0
8417,7,5,20,0,7,1,2
10345,4,3,17,1,8,0,0
4920,0,6,17,0,8,1,1
21018,7,4,22,0,6,1,2
5462,2,1,9,0,0,0,0
13757,6,2,17,0,6,1,0
19951,0,6,12,0,11,1,0
19628,7,0,16,0,9,2,2
1289,9,6,18,0,8,2,0
12773,2,2,11,0,0,2,0
20916,5,1,17,0,6,0,1
10692,1,3,17,1,10,2,1
10335,4,2,24,0,8,0,1
21981,0,6,14,0,1,0,1
19890,9,6,9,0,11,2,0
21430,9,6,21,0,9,2,0
11905,4,6,15,0,6,1,1
22032,1,1,16,0,1,2,1
15830,9,6,19,0,8,1,1
15735,4,1,15,0,8,0,0
12158,7,3,18,0,8,0,1
12453,2,5,14,0,10,0,1
6079,9,2,13,0,4,0,0
5457,7,3,13,1,0,0,2
19016,5,3,16,0,5,2,0
11349,8,5,14,0,2,1,0
12057,6,4,18,0,7,2,0
4131,1,1,13,0,3,2,0
16351,0,3,11,1,0,0,1
17420,9,1,17,0,7,0,0
15408,7,6,15,0,5,1,1
21492,1,6,22,0,9,1,1
4134,4,1,13,0,3,2,1
17033,2,0,14,0,4,2,0
9275,4,0,12,0,1,0,1
861,1,6,23,0,5,1,1
13404,3,2,13,0,4,1,1
16575,4,1,11,0,1,2,0
1942,2,2,11,0,0,1,0
10295,4,5,22,0,8,0,0
4331,1,3,17,0,4,1,1
14119,8,3,20,1,9,0,0
3970,0,2,14,0,2,2,1
20141,0,1,11,0,1,0,0
12851,0,3,11,0,0,1,0
13193,2,2,13,0,3,0,0
2775,5,0,18,0,6,0,0
4145,5,5,15,0,3,2,0
20494,3,1,16,0,3,2,1
2411,1,4,18,0,3,1,0
17478,7,3,15,0,7,2,1
15457,6,1,14,0,6,2,0
1546,6,1,14,0,10,0,0
6953,3,6,14,0,10,0,2
3135,5,2,16,0,8,2,0
13232,1,6,12,0,3,1,0
15627,6,4,16,0,7,2,0
21624,3,5,14,0,10,1,1
14715,4,4,11,0,1,0,1
3805,5,6,11,0,1,0,0
21039,8,2,21,0,6,1,0
18350,9,6,9,0,1,0,0
15160,9,2,13,0,4,0,0
6774,4,2,18,0,8,1,1
14062,1,5,19,0,9,0,0
16848,7,3,12,0,3,0,1
17641,0,6,16,0,8,2,1
10020,9,5,23,0,6,0,1
3327,7,4,12,0,9,1,2
7382,2,4,8,0,0,1,0
1262,2,1,19,0,8,2,1
17359,8,5,19,0,6,1,0
13117,6,0,13,0,2,1,0
13455,4,4,20,0,5,0,0
6582,2,1,16,0,7,1,0
5021,1,2,15,0,9,0,1
12583,2,1,6,0,11,0,1
14995,4,4,9,0,3,0,1
11413,2,5,10,0,3,2,0
9802,1,5,14,0,4,1,0
4108,8,0,12,0,3,0,0
5213,3,4,16,0,10,2,2
3255,5,4,21,0,9,2,0
7323,3,0,6,0,0,2,1
2690,0,4,16,0,5,1,0
14501,0,4,8,0,11,1,1
4627,7,1,17,0,6,1,1
19462,1,6,19,0,8,2,1
1319,9,2,21,0,8,2,0
16590,9,5,12,0,1,1,1
5162,2,2,13,0,10,0,1
7226,6,5,14,0,11,1,0
18765,4,6,19,0,4,0,1
12192,1,4,21,0,8,2,1
17519,8,4,16,0,7,1,0
4529,9,0,17,0,6,0,0
11667,6,2,16,0,4,1,0
12380,9,1,17,0,9,1,1
9941,0,5,16,0,5,1,1
18382,1,3,9,0,1,0,1
18062,1,6,11,0,11,2,0
6336,6,4,18,0,5,1,0
6982,2,2,17,0,10,0,1
10066,5,3,19,0,6,2,0
917,7,1,14,0,6,0,1
13288,7,1,15,0,4,0,1
570,0,5,12,0,3,1,0
17832,1,1,17,1,9,1,0
3414,4,2,15,0,10,2,1
20236,5,6,14,0,1,2,1
14806,5,2,6,0,1,1,0
7031,1,4,14,0,10,2,0
6837,7,0,14,0,9,0,2
13878,7,4,17,0,7,1,2
14026,5,0,23,0,8,1,0
14232,1,0,16,0,10,0,1
2217,7,0,14,0,2,2,1
21323,2,3,21,1,8,1,0
18790,9,0,22,0,4,0,0
2827,7,6,19,0,6,1,1
19417,6,0,22,0,8,0,0
4996,6,6,18,0,9,0,0
17722,1,4,19,0,9,0,0
3262,2,0,16,0,9,2,1
6838,8,0,14,0,9,0,0
20928,7,5,19,0,6,0,2
5741,1,1,12,0,2,0,0
650,0,6,13,0,4,2,1
11094,3,0,12,0,1,0,1
15407,6,6,15,0,5,1,0
5395,5,1,14,0,11,1,0
7082,2,5,9,0,10,1,1
19887,6,6,9,0,11,2,0
3521,1,6,13,0,11,0,0
10922,1,5,9,0,0,0,0
19555,4,0,21,0,9,0,1
4478,8,3,17,0,5,2,0
5660,0,3,13,0,1,2,1
9788,7,3,14,0,4,2,2
67,7,3,14,0,0,2,1
10776,5,1,10,0,11,0,0
13519,8,6,16,0,5,2,0
18402,1,5,7,0,1,2,1
17642,1,6,16,0,8,2,1
3839,9,2,13,0,1,2,0
15715,4,2,17,0,7,1,0
17375,4,4,17,0,6,1,1
8305,5,0,17,0,6,1,0
919,9,1,14,0,6,0,0
10701,0,1,12,0,10,1,0
165,5,6,11,0,1,0,0
20069,8,3,12,1,0,2,0
18307,6,2,12,0,0,1,0
6644,4,3,17,0,7,1,1
14334,3,1,8,1,10,1,1
16285,4,3,8,0,11,2,1
14282,1,6,14,0,10,2,0
4594,4,0,18,0,6,2,1
10698,7,3,17,1,10,2,1
13299,8,5,15,0,4,0,0
2850,0,2,20,0,6,1,1
12638,7,2,10,0,11,2,1
22381,0,1,19,0,3,1,1
4460,0,2,18,0,5,2,1
19473,2,4,19,0,8,2,1
14908,7,5,11,0,2,1,2
6623,3,0,18,0,7,1,1
9306,5,1,11,0,1,2,0
20721,0,6,17,0,4,1,1
8490,0,6,23,0,8,0,0
9867,6,1,20,0,5,0,0
2735,5,1,18,0,6,0,0
5669,9,3,13,0,1,2,0
12031,0,5,17,0,7,2,1
21361,0,4,24,0,9,0,0
2378,8,3,11,0,3,2,0
15623,2,4,16,0,7,2,1
4172,2,0,17,0,3,1,1
12391,0,6,15,0,9,1,1
12742,1,6,13,0,0,2,0
16103,2,6,13,0,10,2,0
18411,0,6,9,0,1,2,1
14010,9,6,18,0,8,1,1
365,5,5,12,0,2,2,0
2103,3,1,10,0,2,0,1
689,9,2,13,0,4,2,0
18221,0,0,9,0,0,2,1
20205,4,3,14,0,1,0,0
9732,1,5,17,0,4,2,0
5710,0,0,13,0,1,1,1
16034,3,6,17,0,10,0,0
15228,7,2,14,0,4,1,2
1093,3,0,19,0,7,0,1
6718,8,3,16,1,8,0,0
22310,9,3,12,0,3,0,0
15899,8,6,15,0,9,0,0
16544,3,0,12,0,1,0,1
203,3,3,8,0,1,0,1
20137,6,3,14,0,0,1,0
21301,0,0,21,0,8,2,0
4933,3,4,16,0,8,1,1
10006,5,1,21,0,6,0,0
22438,7,2,16,0,4,0,2
1230,0,0,18,0,8,0,0
15796,5,3,19,1,8,2,0
